C_gelbe     [ppm];Stahl-   gewicht;Kohle Summe  [kg];O2 [m³]  gesamt;Celox    t [min];Desox   t [min];Zugabe   C ges.  [ppm];Spülgas TR Summe;RH_RH1;RH_RH2;RH_RH3;RH_RH4;BH2;BH3;BH4;BH5;BH6;BH7;BH9;BH10;BH11;BH12;BH13;BH20;BH22;BH23;BH24;MW VT   [ppm]
24.0;169.8;0.0;0.0;27.0;31.0;0.6;0.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;25.0
26.0;172.6;0.0;0.0;14.3;17.6;0.8;0.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;22.0
27.0;166.6;0.0;19.9;15.4;18.8;0.9;0.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;22.0
36.0;170.7;0.0;0.0;16.0;18.8;0.7;0.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;24.0
27.0;165.2;0.0;0.0;21.3;27.3;5.1;0.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;38.5
23.0;174.8;0.0;0.0;18.3;21.3;5.3;0.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;25.0
15.0;176.1;0.0;0.0;17.0;20.0;5.5;0.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;19.5
29.0;170.5;32.0;0.0;16.9;20.7;10.8;0.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;36.0
24.0;148.6;30.0;0.0;16.4;19.9;11.2;0.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;35.0
36.0;175.2;30.0;0.0;17.6;20.9;5.6;0.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;39.0
27.0;167.2;15.0;0.0;16.2;19.9;8.1;0.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;30.0
39.0;169.9;15.0;0.0;15.9;22.6;2.9;0.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;29.0
26.0;174.1;0.0;25.5;17.9;22.8;14.3;0.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;42.0
24.0;176.9;0.0;0.0;17.8;23.1;17.3;0.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;37.0
20.0;173.1;0.0;0.0;24.6;31.6;16.5;0.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;43.5
20.0;174.4;0.0;20.8;15.7;18.9;3.5;0.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;35.0
19.0;176.6;0.0;0.0;18.2;21.1;19.0;0.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;40.0
23.0;167.8;0.0;0.0;15.6;22.2;14.7;0.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;29.0
25.0;174.5;15.0;0.0;17.8;21.9;14.1;0.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;36.0
25.0;173.0;0.0;10.21;18.5;23.5;15.2;0.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;32.0
24.0;173.8;0.0;0.0;15.5;18.7;7.4;0.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;47.66666667
14.0;169.5;0.0;0.0;18.9;23.4;11.8;0.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;43.0
37.0;165.7;0.0;0.0;14.9;18.0;0.9;0.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;39.0
22.0;176.0;0.0;0.0;18.2;21.4;8.5;0.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;33.0
36.0;166.5;8.0;0.0;15.2;18.5;2.4;0.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;43.0
26.0;172.8;0.0;0.0;15.8;23.6;10.0;0.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;45.0
27.0;173.1;0.0;22.3;16.1;19.4;6.2;0.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;38.0
14.0;172.7;23.0;0.0;13.3;19.8;9.4;0.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;32.5
28.0;174.8;0.0;0.0;14.4;18.4;8.0;0.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;32.0
32.0;174.5;0.0;0.0;14.4;19.3;3.1;0.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;28.0
25.0;177.5;0.0;0.0;15.8;20.0;5.2;0.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;22.0
27.0;172.9;0.0;10.0;17.7;21.6;5.3;0.0;0.0;1.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;24.0
19.0;171.8;27.0;0.0;22.0;24.7;13.5;0.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;31.5
20.0;169.0;45.0;0.0;21.0;24.0;4.7;0.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;23.0
19.0;165.8;15.0;0.0;16.3;20.0;12.8;0.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;41.0
17.0;162.8;8.0;0.0;18.4;21.5;10.1;0.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;28.0
32.0;172.5;0.0;10.1;18.5;21.9;1.6;0.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;28.0
17.0;174.1;0.0;35.3;17.0;23.5;1.6;0.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;29.0
14.0;171.6;15.0;0.0;22.2;24.9;13.9;0.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;30.0
14.0;172.7;0.0;0.0;17.7;20.5;1.5;0.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;26.0
15.0;170.9;0.0;0.0;17.9;22.3;11.5;0.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;32.0
18.0;168.2;0.0;0.0;16.5;20.2;11.1;0.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;30.0
25.0;173.3;0.0;0.0;16.0;20.4;4.0;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;29.0
14.0;172.2;0.0;0.0;19.3;22.5;8.8;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;23.0
16.0;171.5;0.0;0.0;16.8;19.8;9.8;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;23.0
15.0;171.8;0.0;0.0;17.4;20.2;10.5;7.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;27.0
20.0;167.1;0.0;0.0;16.0;19.5;6.6;7.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;22.0
21.0;173.1;0.0;0.0;16.1;19.0;6.3;7.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;27.0
16.0;168.2;0.0;0.0;18.0;22.4;10.0;7.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;27.0
24.0;166.3;0.0;0.0;18.0;21.0;4.3;7.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;24.0
43.0;178.1;8.0;0.0;14.6;17.6;1.6;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;31.0
23.0;191.3;16.0;0.0;20.0;23.0;1.7;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;22.0
25.0;168.7;0.0;40.1;17.3;19.7;8.5;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;28.0
48.0;168.1;0.0;30.1;13.8;17.7;1.1;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;24.0
40.0;184.6;0.0;29.6;14.0;17.1;2.2;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;27.0
43.0;175.4;0.0;0.0;13.2;16.9;1.7;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;29.0
29.0;178.6;0.0;0.0;13.0;16.9;10.5;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;27.0
30.0;170.3;0.0;52.2;13.5;17.1;8.8;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;30.0
27.0;184.2;0.0;0.0;13.1;15.7;6.2;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;30.5
19.0;183.1;16.0;0.0;16.3;18.6;0.0;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;28.0
27.0;179.9;0.0;0.0;17.0;20.9;0.0;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;25.0
16.0;176.3;0.0;0.0;16.5;19.1;0.0;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;29.0
17.0;167.3;0.0;40.1;16.3;18.7;0.0;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;29.0
27.0;173.5;0.0;53.1;16.6;19.1;0.0;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;24.5
26.0;175.3;0.0;85.5;22.3;24.6;4.9;8.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;23.0
25.0;178.7;0.0;29.5;16.4;23.6;1.6;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;28.0
23.0;176.3;0.0;0.0;16.4;19.8;5.6;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;26.0
21.0;172.1;0.0;0.0;14.0;17.3;7.7;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;34.0
25.0;182.6;0.0;38.2;15.6;19.0;3.2;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;32.0
15.0;179.1;0.0;0.0;19.9;22.7;9.0;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;28.0
23.0;176.9;0.0;0.0;18.3;21.2;5.5;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;28.0
38.0;178.4;0.0;0.0;15.1;18.7;5.3;7.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;31.5
26.0;177.0;0.0;0.0;16.5;19.6;5.6;7.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;28.0
18.0;183.1;0.0;0.0;19.7;22.9;5.2;7.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;27.5
24.0;180.9;0.0;0.0;15.5;18.5;5.7;7.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;31.0
31.0;175.7;0.0;0.0;17.3;20.7;5.0;7.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;29.0
27.0;179.2;0.0;0.0;13.1;18.4;10.7;7.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;31.0
31.0;180.7;0.0;121.0;16.5;21.9;4.7;6.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;28.0
27.0;180.7;29.0;0.0;15.6;20.9;4.1;6.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;20.0
18.0;179.5;47.0;0.0;16.1;19.7;8.0;6.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;27.0
23.0;170.1;29.0;0.0;15.0;18.4;11.0;6.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;27.0
23.0;180.0;31.0;0.0;16.0;21.1;8.2;6.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;25.0
21.0;174.6;38.0;0.0;16.0;21.4;6.5;6.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;27.0
14.0;177.4;0.0;0.0;18.4;21.5;9.7;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;27.0
11.0;177.0;0.0;0.0;17.8;21.4;8.4;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;22.5
19.0;178.7;0.0;0.0;19.3;22.3;9.0;8.0;0.0;0.0;0.0;1.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;28.0
28.0;183.2;0.0;0.0;20.3;23.3;3.2;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;23.5
17.0;177.7;0.0;0.0;18.6;21.8;10.2;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;25.0
19.0;181.2;0.0;0.0;21.6;25.1;1.1;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;25.0
67.0;180.3;0.0;0.0;15.2;18.8;1.7;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;37.0
20.0;176.7;0.0;0.0;15.7;20.9;12.1;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;25.0
22.0;178.1;25.0;0.0;15.0;18.0;5.1;6.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;26.0
29.0;169.8;8.0;0.0;12.8;17.0;10.2;6.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;27.0
26.0;171.5;30.0;0.0;13.4;16.8;11.6;6.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;27.0
28.0;180.9;9.0;0.0;10.0;13.7;11.1;6.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;27.0
18.0;175.2;43.0;0.0;15.7;18.3;10.9;6.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;27.0
16.0;178.6;47.0;0.0;19.5;22.0;12.4;6.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;26.0
19.0;176.6;40.0;0.0;17.7;19.9;12.4;7.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;33.0
21.0;178.2;5.0;0.0;21.4;23.4;10.5;7.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;27.5
27.0;177.2;28.0;0.0;19.5;22.0;7.5;6.0;1.0;0.0;0.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;30.0
16.0;174.0;8.0;0.0;16.6;19.5;10.4;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;30.0
20.0;176.9;25.0;0.0;19.0;25.0;6.0;8.0;0.0;0.0;1.0;0.0;-0.130255299417291;-1.87745146959932;25.8840664161133;0.0;38.5307967156564;2.33;0.63;-11.37;-11.33;-11.0;-10.9;0.0;-0.25;0.4;0.55;26.0
